drone_id,timestamp,latitude,longitude,altitude,drone_type,step
DJI-940647,2026-02-07 22:45:57,-33.9822,151.2152,56.7551,threat,17
DJI-940647,2026-02-07 22:45:58,-33.9821,151.2152,62.748,threat,18
DJI-940647,2026-02-07 22:45:59,-33.982,151.2153,140.6506,threat,19
DJI-940647,2026-02-07 22:46:00,-33.9819,151.2153,65.068,threat,20
DJI-940647,2026-02-07 22:46:01,-33.9818,151.2153,34.5429,threat,21
DJI-940647,2026-02-07 22:46:02,-33.9816,151.2153,119.6437,threat,22
DJI-940647,2026-02-07 22:46:03,-33.9814,151.2154,110.5863,threat,23
DJI-940647,2026-02-07 22:46:04,-33.9812,151.2154,145.3672,threat,24
DJI-940647,2026-02-07 22:46:05,-33.981,151.2156,68.9749,threat,25
DJI-940647,2026-02-07 22:46:06,-33.9809,151.2156,72.9973,threat,26
DJI-940647,2026-02-07 22:46:07,-33.9808,151.2157,38.8116,threat,27
DJI-940647,2026-02-07 22:46:08,-33.9807,151.2157,79.7069,threat,28
DJI-940647,2026-02-07 22:46:09,-33.9806,151.2159,72.3904,threat,29
DJI-940647,2026-02-07 22:46:10,-33.9805,151.2159,53.7644,threat,30
DJI-940647,2026-02-07 22:46:11,-33.9805,151.2159,99.3303,threat,31
DJI-940647,2026-02-07 22:46:12,-33.9804,151.216,131.1861,threat,32
DJI-940647,2026-02-07 22:46:13,-33.9804,151.2161,57.6755,threat,33
DJI-940647,2026-02-07 22:46:14,-33.9803,151.2161,145.2705,threat,34
DJI-940647,2026-02-07 22:46:15,-33.9803,151.2161,104.9319,threat,35
DJI-940647,2026-02-07 22:46:16,-33.9803,151.2161,78.6287,threat,36
DJI-940647,2026-02-07 22:46:17,-33.9802,151.2162,80.6015,threat,37
DJI-940647,2026-02-07 22:46:18,-33.9802,151.2162,99.5677,threat,38
DJI-940647,2026-02-07 22:46:19,-33.9802,151.2162,106.125,threat,39
DJI-940647,2026-02-07 22:46:20,-33.9802,151.2163,30.2773,threat,40
DJI-940647,2026-02-07 22:46:21,-33.9802,151.2163,45.3399,threat,41
DJI-940647,2026-02-07 22:46:22,-33.9801,151.2163,140.3835,threat,42
DJI-940647,2026-02-07 22:46:23,-33.9801,151.2163,102.145,threat,43
DJI-940647,2026-02-07 22:46:24,-33.9801,151.2163,47.6358,threat,44
DJI-940647,2026-02-07 22:46:25,-33.9801,151.2164,97.2616,threat,45
DJI-940647,2026-02-07 22:46:26,-33.9801,151.2164,33.0249,threat,46
DJI-940647,2026-02-07 22:46:27,-33.9801,151.2164,48.3597,threat,47
DJI-940647,2026-02-07 22:46:28,-33.98,151.2164,102.1356,threat,48
DJI-940647,2026-02-07 22:46:29,-33.98,151.2165,89.5865,threat,49
DJI-940647,2026-02-07 22:46:30,-33.98,151.2165,32.4037,threat,50
DJI-940647,2026-02-07 22:46:31,-33.98,151.2165,66.6989,threat,51
DJI-940647,2026-02-07 22:46:32,-33.9799,151.2165,103.0132,threat,52
DJI-940647,2026-02-07 22:46:33,-33.9799,151.2166,146.1767,threat,53
DJI-940647,2026-02-07 22:46:34,-33.9799,151.2166,65.316,threat,54
DJI-940647,2026-02-07 22:46:35,-33.98,151.2166,37.0986,threat,55
DJI-940647,2026-02-07 22:46:36,-33.98,151.2166,48.906,threat,56
DJI-940647,2026-02-07 22:46:37,-33.9801,151.2165,146.2796,threat,57
DJI-940647,2026-02-07 22:46:38,-33.9801,151.2164,43.3286,threat,58
DJI-940647,2026-02-07 22:46:39,-33.9801,151.2163,116.6557,threat,59
DJI-940647,2026-02-07 22:46:40,-33.9801,151.2162,119.5761,threat,60
DJI-940647,2026-02-07 22:46:41,-33.9802,151.2162,120.8276,threat,61
DJI-940647,2026-02-07 22:46:42,-33.9803,151.2161,36.8581,threat,62
DJI-940647,2026-02-07 22:46:43,-33.9803,151.2161,123.5947,threat,63
DJI-940647,2026-02-07 22:46:44,-33.9804,151.2161,30.2844,threat,64
DJI-940647,2026-02-07 22:46:45,-33.9804,151.2161,78.8193,threat,65
DJI-940647,2026-02-07 22:46:46,-33.9805,151.2161,97.9259,threat,66
DJI-940647,2026-02-07 22:46:47,-33.9805,151.2161,97.8843,threat,67
DJI-940647,2026-02-07 22:46:48,-33.9806,151.216,68.3059,threat,68
DJI-940647,2026-02-07 22:46:49,-33.9806,151.2159,34.6785,threat,69
DJI-940647,2026-02-07 22:46:50,-33.9805,151.2158,136.8719,threat,70
DJI-940647,2026-02-07 22:46:51,-33.9806,151.2157,118.8051,threat,71
DJI-940647,2026-02-07 22:46:52,-33.9806,151.2157,60.99,threat,72
DJI-940647,2026-02-07 22:46:53,-33.9805,151.2157,60.2866,threat,73
DJI-940647,2026-02-07 22:46:54,-33.9805,151.2157,114.3739,threat,74
DJI-940647,2026-02-07 22:46:55,-33.9806,151.2157,145.1721,threat,75
DJI-940647,2026-02-07 22:46:56,-33.9807,151.2157,144.8609,threat,76
DJI-940647,2026-02-07 22:46:57,-33.9807,151.2156,123.7153,threat,77
DJI-940647,2026-02-07 22:46:58,-33.9808,151.2156,107.7706,threat,78
DJI-940647,2026-02-07 22:46:59,-33.9808,151.2156,120.6405,threat,79
