drone_id,timestamp,latitude,longitude,drone_type,step,in_risk_zone,flight_deviation_deg,hovering_duration_s,sensor_orientation_deg,sensor_target,heading_deg,ground_speed_mps,threat_time_s
DJI-480010,2026-02-07 22:46:11,-33.971,151.2055,inspection,31,1,50.7,0.0,97.6,Patrick Terminals,73.2,38.53,32.0
DJI-480010,2026-02-07 22:46:12,-33.9708,151.2058,inspection,32,1,22.02,0.0,101.4,Patrick Terminals,51.2,35.5,33.0
DJI-480010,2026-02-07 22:46:13,-33.9706,151.2061,inspection,33,1,0.0,0.0,105.6,Patrick Terminals,51.2,35.5,34.0
DJI-480010,2026-02-07 22:46:14,-33.9705,151.2065,inspection,34,1,22.02,0.0,109.0,Patrick Terminals,73.2,38.53,35.0
DJI-480010,2026-02-07 22:46:15,-33.9703,151.2068,inspection,35,1,22.02,0.0,114.3,Patrick Terminals,51.2,35.5,36.0
DJI-480010,2026-02-07 22:46:16,-33.9701,151.2071,inspection,36,1,0.0,0.0,120.2,Patrick Terminals,51.2,35.5,37.0
DJI-480010,2026-02-07 22:46:17,-33.97,151.2075,inspection,37,1,22.02,0.0,125.9,Patrick Terminals,73.2,38.53,38.0
DJI-480010,2026-02-07 22:46:18,-33.9698,151.2078,inspection,38,1,22.02,0.0,133.0,Patrick Terminals,51.2,35.5,39.0
DJI-480010,2026-02-07 22:46:19,-33.9697,151.2082,inspection,39,1,22.02,0.0,140.3,Patrick Terminals,73.2,38.53,40.0
DJI-480010,2026-02-07 22:46:20,-33.9695,151.2085,inspection,40,1,22.02,0.0,148.1,Patrick Terminals,51.2,35.5,41.0
DJI-480010,2026-02-07 22:46:21,-33.9695,151.2088,inspection,41,1,38.79,0.0,153.5,Patrick Terminals,90.0,27.67,42.0
DJI-480010,2026-02-07 22:46:22,-33.9694,151.2091,inspection,42,1,21.9,0.0,160.4,Patrick Terminals,68.1,29.82,43.0
DJI-480010,2026-02-07 22:46:23,-33.9694,151.2094,inspection,43,1,21.9,0.0,166.7,Patrick Terminals,90.0,27.67,44.0
DJI-480010,2026-02-07 22:46:24,-33.9694,151.2097,inspection,44,1,0.0,0.0,173.2,Patrick Terminals,90.0,27.67,45.0
DJI-480010,2026-02-07 22:46:25,-33.9694,151.21,inspection,45,1,0.0,0.0,180.0,Patrick Terminals,90.0,27.67,46.0
DJI-480010,2026-02-07 22:46:26,-33.9693,151.2103,inspection,46,1,21.9,0.0,186.5,Patrick Terminals,68.1,29.82,47.0
DJI-480010,2026-02-07 22:46:27,-33.9693,151.2106,inspection,47,1,21.9,0.0,192.7,Patrick Terminals,90.0,27.67,48.0
DJI-480010,2026-02-07 22:46:28,-33.9693,151.2109,inspection,48,1,0.0,0.0,198.7,Patrick Terminals,90.0,27.67,49.0
DJI-480010,2026-02-07 22:46:29,-33.9693,151.2112,inspection,49,1,0.0,0.0,204.3,Patrick Terminals,90.0,27.67,50.0
DJI-480010,2026-02-07 22:46:30,-33.9692,151.2114,inspection,50,1,31.09,0.0,206.8,Patrick Terminals,58.9,21.54,51.0
DJI-480010,2026-02-07 22:46:31,-33.9692,151.2117,inspection,51,1,31.09,0.0,211.5,Patrick Terminals,90.0,27.67,52.0
DJI-480010,2026-02-07 22:46:32,-33.9692,151.212,inspection,52,1,0.0,0.0,215.8,Patrick Terminals,90.0,27.67,53.0
DJI-480010,2026-02-07 22:46:33,-33.9692,151.2123,inspection,53,1,0.0,0.0,219.7,Patrick Terminals,90.0,27.67,54.0
DJI-480010,2026-02-07 22:46:34,-33.9691,151.2126,inspection,54,1,21.9,0.0,221.9,Patrick Terminals,68.1,29.82,55.0
DJI-480010,2026-02-07 22:46:35,-33.9691,151.2129,inspection,55,1,21.9,0.0,225.1,Patrick Terminals,90.0,27.67,56.0
DJI-480010,2026-02-07 22:46:36,-33.9691,151.2132,inspection,56,1,0.0,0.0,227.9,Patrick Terminals,90.0,27.67,57.0
DJI-480010,2026-02-07 22:46:37,-33.9691,151.2135,inspection,57,1,0.0,0.0,230.4,Patrick Terminals,90.0,27.67,58.0
DJI-480010,2026-02-07 22:46:38,-33.969,151.2138,inspection,58,1,21.9,0.0,231.6,Patrick Terminals,68.1,29.82,59.0
DJI-480010,2026-02-07 22:46:39,-33.969,151.2141,inspection,59,1,21.9,0.0,233.7,Patrick Terminals,90.0,27.67,60.0
DJI-480010,2026-02-07 22:46:40,-33.969,151.2144,inspection,60,1,0.0,0.0,235.6,Patrick Terminals,90.0,27.67,61.0
DJI-480010,2026-02-07 22:46:41,-33.969,151.2147,inspection,61,1,0.0,0.0,237.3,Patrick Terminals,90.0,27.67,62.0
DJI-480010,2026-02-07 22:46:42,-33.9689,151.215,inspection,62,1,21.9,0.0,237.9,Patrick Terminals,68.1,29.82,63.0
DJI-480010,2026-02-07 22:46:43,-33.9689,151.2153,inspection,63,1,21.9,0.0,239.4,Patrick Terminals,90.0,27.67,64.0
DJI-480010,2026-02-07 22:46:44,-33.9689,151.2156,inspection,64,1,0.0,0.0,240.8,Patrick Terminals,90.0,27.67,65.0
DJI-480010,2026-02-07 22:46:45,-33.9689,151.2159,inspection,65,1,0.0,0.0,242.0,Patrick Terminals,90.0,27.67,66.0
DJI-480010,2026-02-07 22:46:46,-33.9688,151.2162,inspection,66,1,21.9,0.0,242.3,Patrick Terminals,68.1,29.82,67.0
DJI-480010,2026-02-07 22:46:47,-33.9688,151.2165,inspection,67,1,21.9,0.0,243.4,Patrick Terminals,90.0,27.67,68.0
DJI-480010,2026-02-07 22:46:48,-33.9688,151.2168,inspection,68,1,0.0,0.0,244.4,Patrick Terminals,90.0,27.67,69.0
DJI-480010,2026-02-07 22:46:49,-33.9688,151.2171,inspection,69,1,0.0,0.0,130.6,DP World Terminal,90.0,27.67,70.0
DJI-480010,2026-02-07 22:46:50,-33.9687,151.2173,inspection,70,1,31.09,0.0,132.3,DP World Terminal,58.9,21.54,71.0
DJI-480010,2026-02-07 22:46:51,-33.9687,151.2176,inspection,71,1,31.09,0.0,133.8,DP World Terminal,90.0,27.67,72.0
DJI-480010,2026-02-07 22:46:52,-33.9687,151.2179,inspection,72,1,0.0,0.0,135.5,DP World Terminal,90.0,27.67,73.0
DJI-480010,2026-02-07 22:46:53,-33.9687,151.2182,inspection,73,1,0.0,0.0,137.2,DP World Terminal,90.0,27.67,74.0
DJI-480010,2026-02-07 22:46:54,-33.9686,151.2185,inspection,74,1,21.9,0.0,139.7,DP World Terminal,68.1,29.82,75.0
DJI-480010,2026-02-07 22:46:55,-33.9686,151.2188,inspection,75,1,21.9,0.0,141.6,DP World Terminal,90.0,27.67,76.0
DJI-480010,2026-02-07 22:46:56,-33.9686,151.2191,inspection,76,1,0.0,0.0,143.7,DP World Terminal,90.0,27.67,77.0
DJI-480010,2026-02-07 22:46:57,-33.9686,151.2194,inspection,77,1,0.0,0.0,145.8,DP World Terminal,90.0,27.67,78.0
DJI-480010,2026-02-07 22:46:58,-33.9685,151.2197,inspection,78,1,21.9,0.0,148.7,DP World Terminal,68.1,29.82,79.0
DJI-480010,2026-02-07 22:46:59,-33.9685,151.22,inspection,79,1,21.9,0.0,151.1,DP World Terminal,90.0,27.67,80.0
DJI-142652,2026-02-07 22:45:40,-33.981,151.23,inspection,0,1,0.0,1.0,238.9,Naval / RAN Proximity Zone,,0.0,1.0
DJI-142652,2026-02-07 22:45:41,-33.9809,151.23,inspection,1,1,0.0,0.0,236.4,Naval / RAN Proximity Zone,0.0,11.12,2.0
DJI-142652,2026-02-07 22:45:42,-33.9808,151.23,inspection,2,1,0.0,0.0,234.1,Naval / RAN Proximity Zone,0.0,11.12,3.0
DJI-142652,2026-02-07 22:45:43,-33.9807,151.23,inspection,3,1,0.0,0.0,231.9,Naval / RAN Proximity Zone,0.0,11.12,4.0
DJI-142652,2026-02-07 22:45:44,-33.9806,151.23,inspection,4,1,0.0,0.0,229.8,Naval / RAN Proximity Zone,0.0,11.12,5.0
DJI-142652,2026-02-07 22:45:45,-33.9806,151.23,inspection,5,1,0.0,1.0,229.8,Naval / RAN Proximity Zone,,0.0,6.0
DJI-142652,2026-02-07 22:45:46,-33.9805,151.23,inspection,6,1,0.0,0.0,227.9,Naval / RAN Proximity Zone,0.0,11.12,7.0
DJI-142652,2026-02-07 22:45:47,-33.9804,151.23,inspection,7,1,0.0,0.0,226.0,Naval / RAN Proximity Zone,0.0,11.12,8.0
DJI-142652,2026-02-07 22:45:48,-33.9803,151.23,inspection,8,1,0.0,0.0,224.3,Naval / RAN Proximity Zone,0.0,11.12,9.0
DJI-142652,2026-02-07 22:45:49,-33.9802,151.23,inspection,9,1,0.0,0.0,222.7,Naval / RAN Proximity Zone,0.0,11.12,10.0
DJI-142652,2026-02-07 22:45:50,-33.9801,151.23,inspection,10,1,0.0,0.0,221.1,Naval / RAN Proximity Zone,0.0,11.12,11.0
DJI-142652,2026-02-07 22:45:51,-33.98,151.23,inspection,11,1,0.0,0.0,219.7,Naval / RAN Proximity Zone,0.0,11.12,12.0
DJI-142652,2026-02-07 22:45:52,-33.9799,151.23,inspection,12,1,0.0,0.0,218.3,Naval / RAN Proximity Zone,0.0,11.12,13.0
DJI-142652,2026-02-07 22:45:53,-33.9798,151.23,inspection,13,1,0.0,0.0,217.0,Naval / RAN Proximity Zone,0.0,11.12,14.0
DJI-142652,2026-02-07 22:45:54,-33.9798,151.23,inspection,14,1,0.0,1.0,217.0,Naval / RAN Proximity Zone,,0.0,15.0
DJI-142652,2026-02-07 22:45:55,-33.9797,151.23,inspection,15,1,0.0,0.0,215.8,Naval / RAN Proximity Zone,0.0,11.12,16.0
DJI-142652,2026-02-07 22:45:56,-33.9796,151.23,inspection,16,1,0.0,0.0,214.6,Naval / RAN Proximity Zone,0.0,11.12,17.0
DJI-142652,2026-02-07 22:45:57,-33.9795,151.23,inspection,17,1,0.0,0.0,213.6,Naval / RAN Proximity Zone,0.0,11.12,18.0
DJI-142652,2026-02-07 22:45:58,-33.9794,151.23,inspection,18,1,0.0,0.0,212.5,Naval / RAN Proximity Zone,0.0,11.12,19.0
DJI-142652,2026-02-07 22:45:59,-33.9793,151.23,inspection,19,1,0.0,0.0,211.6,Naval / RAN Proximity Zone,0.0,11.12,20.0
DJI-142652,2026-02-07 22:46:00,-33.9792,151.23,inspection,20,1,0.0,0.0,210.6,Naval / RAN Proximity Zone,0.0,11.12,21.0
DJI-142652,2026-02-07 22:46:01,-33.9791,151.23,inspection,21,1,0.0,0.0,209.8,Naval / RAN Proximity Zone,0.0,11.12,22.0
DJI-142652,2026-02-07 22:46:02,-33.9791,151.23,inspection,22,1,0.0,1.0,209.8,Naval / RAN Proximity Zone,,0.0,23.0
DJI-142652,2026-02-07 22:46:03,-33.979,151.23,inspection,23,1,0.0,0.0,208.9,Naval / RAN Proximity Zone,0.0,11.12,24.0
DJI-142652,2026-02-07 22:46:04,-33.9789,151.23,inspection,24,1,0.0,0.0,208.1,Naval / RAN Proximity Zone,0.0,11.12,25.0
DJI-142652,2026-02-07 22:46:05,-33.9788,151.23,inspection,25,1,0.0,0.0,207.4,Naval / RAN Proximity Zone,0.0,11.12,26.0
DJI-142652,2026-02-07 22:46:06,-33.9787,151.23,inspection,26,1,0.0,0.0,206.7,Naval / RAN Proximity Zone,0.0,11.12,27.0
DJI-142652,2026-02-07 22:46:07,-33.9786,151.23,inspection,27,1,0.0,0.0,206.0,Naval / RAN Proximity Zone,0.0,11.12,28.0
DJI-142652,2026-02-07 22:46:08,-33.9785,151.23,inspection,28,1,0.0,0.0,205.4,Naval / RAN Proximity Zone,0.0,11.12,29.0
DJI-142652,2026-02-07 22:46:09,-33.9784,151.23,inspection,29,1,0.0,0.0,204.7,Naval / RAN Proximity Zone,0.0,11.12,30.0
DJI-142652,2026-02-07 22:46:10,-33.9783,151.23,inspection,30,1,0.0,0.0,204.1,Naval / RAN Proximity Zone,0.0,11.12,31.0
DJI-142652,2026-02-07 22:46:11,-33.9783,151.23,inspection,31,1,0.0,1.0,204.1,Naval / RAN Proximity Zone,,0.0,32.0
DJI-142652,2026-02-07 22:46:12,-33.9782,151.23,inspection,32,1,0.0,0.0,203.6,Naval / RAN Proximity Zone,0.0,11.12,33.0
DJI-142652,2026-02-07 22:46:13,-33.9781,151.23,inspection,33,1,0.0,0.0,203.0,Naval / RAN Proximity Zone,0.0,11.12,34.0
DJI-142652,2026-02-07 22:46:14,-33.978,151.23,inspection,34,1,0.0,0.0,202.5,Naval / RAN Proximity Zone,0.0,11.12,35.0
DJI-142652,2026-02-07 22:46:15,-33.9779,151.23,inspection,35,1,0.0,0.0,202.0,Naval / RAN Proximity Zone,0.0,11.12,36.0
DJI-142652,2026-02-07 22:46:16,-33.9778,151.23,inspection,36,1,0.0,0.0,201.5,Naval / RAN Proximity Zone,0.0,11.12,37.0
DJI-142652,2026-02-07 22:46:17,-33.9777,151.2297,inspection,37,1,68.1,0.0,198.2,Naval / RAN Proximity Zone,291.9,29.81,38.0
DJI-142652,2026-02-07 22:46:18,-33.9776,151.2294,inspection,38,1,0.0,0.0,194.8,Naval / RAN Proximity Zone,291.9,29.81,39.0
DJI-142652,2026-02-07 22:46:19,-33.9775,151.2291,inspection,39,1,0.0,0.0,191.5,Naval / RAN Proximity Zone,291.9,29.81,40.0
DJI-142652,2026-02-07 22:46:20,-33.9775,151.2289,inspection,40,1,21.9,0.0,189.4,Naval / RAN Proximity Zone,270.0,18.44,41.0
DJI-142652,2026-02-07 22:46:21,-33.9774,151.2286,inspection,41,1,21.9,0.0,186.2,Naval / RAN Proximity Zone,291.9,29.81,42.0
DJI-142652,2026-02-07 22:46:22,-33.9773,151.2283,inspection,42,1,0.0,0.0,183.0,Naval / RAN Proximity Zone,291.9,29.81,43.0
DJI-142652,2026-02-07 22:46:23,-33.9772,151.228,inspection,43,1,0.0,0.0,180.0,Naval / RAN Proximity Zone,291.9,29.81,44.0
DJI-142652,2026-02-07 22:46:24,-33.9771,151.2277,inspection,44,1,0.0,0.0,177.1,Naval / RAN Proximity Zone,291.9,29.81,45.0
DJI-142652,2026-02-07 22:46:25,-33.977,151.2275,inspection,45,1,9.19,0.0,288.7,Port Botany Main Container Terminal,301.1,21.53,46.0
DJI-142652,2026-02-07 22:46:26,-33.9769,151.2272,inspection,46,1,9.19,0.0,288.5,Port Botany Main Container Terminal,291.9,29.81,47.0
DJI-142652,2026-02-07 22:46:27,-33.9768,151.2269,inspection,47,1,0.0,0.0,288.3,Port Botany Main Container Terminal,291.9,29.81,48.0
DJI-142652,2026-02-07 22:46:28,-33.9767,151.2266,inspection,48,1,0.0,0.0,288.1,Port Botany Main Container Terminal,291.9,29.81,49.0
DJI-142652,2026-02-07 22:46:29,-33.9767,151.2264,inspection,49,1,21.9,0.0,288.8,Port Botany Main Container Terminal,270.0,18.44,50.0
DJI-142652,2026-02-07 22:46:30,-33.9766,151.2261,inspection,50,1,21.9,0.0,288.6,Port Botany Main Container Terminal,291.9,29.81,51.0
DJI-142652,2026-02-07 22:46:31,-33.9765,151.2258,inspection,51,1,0.0,0.0,288.3,Port Botany Main Container Terminal,291.9,29.81,52.0
DJI-142652,2026-02-07 22:46:32,-33.9764,151.2255,inspection,52,1,0.0,0.0,288.1,Port Botany Main Container Terminal,291.9,29.81,53.0
DJI-142652,2026-02-07 22:46:33,-33.9763,151.2252,inspection,53,1,0.0,0.0,287.7,Port Botany Main Container Terminal,291.9,29.81,54.0
DJI-142652,2026-02-07 22:46:34,-33.9762,151.225,inspection,54,1,9.19,0.0,286.8,Port Botany Main Container Terminal,301.1,21.53,55.0
DJI-142652,2026-02-07 22:46:35,-33.9761,151.2247,inspection,55,1,9.19,0.0,286.2,Port Botany Main Container Terminal,291.9,29.81,56.0
DJI-142652,2026-02-07 22:46:36,-33.976,151.2244,inspection,56,1,0.0,0.0,285.6,Port Botany Main Container Terminal,291.9,29.81,57.0
DJI-142652,2026-02-07 22:46:37,-33.9759,151.2241,inspection,57,1,0.0,0.0,284.7,Port Botany Main Container Terminal,291.9,29.81,58.0
DJI-142652,2026-02-07 22:46:38,-33.9759,151.2238,inspection,58,1,21.9,0.0,286.8,Port Botany Main Container Terminal,270.0,27.66,59.0
DJI-142652,2026-02-07 22:46:39,-33.9758,151.2236,inspection,59,1,31.09,0.0,285.0,Port Botany Main Container Terminal,301.1,21.54,60.0
DJI-142652,2026-02-07 22:46:40,-33.9757,151.2233,inspection,60,1,9.19,0.0,283.6,Port Botany Main Container Terminal,291.9,29.81,61.0
DJI-142652,2026-02-07 22:46:41,-33.9756,151.223,inspection,61,1,0.0,0.0,281.4,Port Botany Main Container Terminal,291.9,29.81,62.0
DJI-142652,2026-02-07 22:46:42,-33.9755,151.2227,inspection,62,1,0.0,0.0,277.6,Port Botany Main Container Terminal,291.9,29.81,63.0
DJI-142652,2026-02-07 22:46:43,-33.9754,151.2225,inspection,63,1,9.19,0.0,270.0,Port Botany Main Container Terminal,301.1,21.54,64.0
DJI-142652,2026-02-07 22:46:44,-33.9753,151.2222,inspection,64,1,9.19,0.0,253.2,Port Botany Main Container Terminal,291.9,29.81,65.0
DJI-142652,2026-02-07 22:46:45,-33.9752,151.2219,inspection,65,1,0.0,0.0,202.5,Port Botany Main Container Terminal,291.9,29.81,66.0
DJI-142652,2026-02-07 22:46:46,-33.9752,151.2216,inspection,66,1,21.9,0.0,140.3,Port Botany Main Container Terminal,270.0,27.66,67.0
DJI-142652,2026-02-07 22:46:47,-33.9751,151.2213,inspection,67,1,21.9,0.0,125.9,Port Botany Main Container Terminal,291.9,29.81,68.0
DJI-142652,2026-02-07 22:46:48,-33.975,151.2211,inspection,68,1,9.19,0.0,124.6,Port Botany Main Container Terminal,301.1,21.54,69.0
DJI-142652,2026-02-07 22:46:49,-33.9749,151.2208,inspection,69,1,9.19,0.0,121.1,Port Botany Main Container Terminal,291.9,29.81,70.0
DJI-142652,2026-02-07 22:46:50,-33.9748,151.2205,inspection,70,1,0.0,0.0,119.1,Port Botany Main Container Terminal,291.9,29.81,71.0
DJI-142652,2026-02-07 22:46:51,-33.9747,151.2202,inspection,71,1,0.0,0.0,117.8,Port Botany Main Container Terminal,291.9,29.81,72.0
DJI-142652,2026-02-07 22:46:52,-33.9746,151.2199,inspection,72,1,0.0,0.0,116.9,Port Botany Main Container Terminal,291.9,29.81,73.0
DJI-142652,2026-02-07 22:46:53,-33.9745,151.2197,inspection,73,1,9.19,0.0,117.3,Port Botany Main Container Terminal,301.1,21.54,74.0
DJI-142652,2026-02-07 22:46:54,-33.9744,151.2194,inspection,74,1,9.19,0.0,216.0,Port Botany General Area,291.9,29.81,75.0
DJI-142652,2026-02-07 22:46:55,-33.9744,151.2191,inspection,75,1,21.9,0.0,209.7,Port Botany General Area,270.0,27.66,76.0
DJI-142652,2026-02-07 22:46:56,-33.9743,151.2188,inspection,76,1,21.9,0.0,201.3,Port Botany General Area,291.9,29.81,77.0
DJI-142652,2026-02-07 22:46:57,-33.9742,151.2186,inspection,77,1,9.19,0.0,195.5,Port Botany General Area,301.1,21.54,78.0
DJI-142652,2026-02-07 22:46:58,-33.9741,151.2183,inspection,78,1,9.19,0.0,187.5,Port Botany General Area,291.9,29.81,79.0
DJI-142652,2026-02-07 22:46:59,-33.974,151.218,inspection,79,1,0.0,0.0,180.0,Port Botany General Area,291.9,29.81,80.0
DJI-940647,2026-02-07 22:45:40,-33.9849,151.2154,threat,0,1,0.0,1.0,0.6,Bulk Liquids Berths,,0.0,1.0
DJI-940647,2026-02-07 22:45:41,-33.9847,151.2155,threat,1,1,0.0,0.0,0.0,Bulk Liquids Berths,22.5,24.07,2.0
DJI-940647,2026-02-07 22:45:42,-33.9844,151.2155,threat,2,1,22.52,0.0,0.0,Bulk Liquids Berths,0.0,33.36,3.0
DJI-940647,2026-02-07 22:45:43,-33.9842,151.2156,threat,3,1,22.52,0.0,359.3,Bulk Liquids Berths,22.5,24.07,4.0
DJI-940647,2026-02-07 22:45:44,-33.9839,151.2156,threat,4,1,22.52,0.0,359.3,Bulk Liquids Berths,0.0,33.36,5.0
DJI-940647,2026-02-07 22:45:45,-33.9838,151.2156,threat,5,1,0.0,0.0,359.2,Bulk Liquids Berths,0.0,11.12,6.0
DJI-940647,2026-02-07 22:45:46,-33.9837,151.2157,threat,6,1,39.67,0.0,358.5,Bulk Liquids Berths,39.7,14.44,7.0
DJI-940647,2026-02-07 22:45:47,-33.9836,151.2157,threat,7,1,39.67,0.0,358.4,Bulk Liquids Berths,0.0,11.12,8.0
DJI-940647,2026-02-07 22:45:48,-33.9834,151.2158,threat,8,1,22.52,0.0,357.6,Bulk Liquids Berths,22.5,24.07,9.0
DJI-940647,2026-02-07 22:45:49,-33.9833,151.2158,threat,9,1,22.52,0.0,357.5,Bulk Liquids Berths,0.0,11.12,10.0
DJI-940647,2026-02-07 22:45:50,-33.9832,151.2158,threat,10,1,0.0,0.0,357.5,Bulk Liquids Berths,0.0,11.12,11.0
DJI-940647,2026-02-07 22:45:51,-33.9831,151.2158,threat,11,1,0.0,0.0,357.5,Bulk Liquids Berths,0.0,11.12,12.0
DJI-940647,2026-02-07 22:45:52,-33.9829,151.2158,threat,12,1,0.0,0.0,357.4,Bulk Liquids Berths,0.0,22.24,13.0
DJI-940647,2026-02-07 22:45:53,-33.9828,151.2157,threat,13,1,39.67,0.0,358.2,Bulk Liquids Berths,320.3,14.44,14.0
DJI-940647,2026-02-07 22:45:54,-33.9826,151.2156,threat,14,1,17.15,0.0,359.1,Bulk Liquids Berths,337.5,24.07,15.0
DJI-940647,2026-02-07 22:45:55,-33.9825,151.2155,threat,15,1,17.15,0.0,0.0,Bulk Liquids Berths,320.3,14.45,16.0
DJI-940647,2026-02-07 22:45:56,-33.9824,151.2153,threat,16,1,19.24,0.0,1.9,Bulk Liquids Berths,301.1,21.53,17.0
DJI-940647,2026-02-07 22:45:57,-33.9822,151.2152,threat,17,1,36.39,0.0,3.0,Bulk Liquids Berths,337.5,24.07,18.0
DJI-940647,2026-02-07 22:45:58,-33.9821,151.2152,threat,18,1,22.52,0.0,3.1,Bulk Liquids Berths,0.0,11.12,19.0
DJI-940647,2026-02-07 22:45:59,-33.982,151.2153,threat,19,1,39.67,0.0,2.1,Bulk Liquids Berths,39.7,14.45,20.0
DJI-940647,2026-02-07 22:46:00,-33.9819,151.2153,threat,20,1,39.67,0.0,2.2,Bulk Liquids Berths,0.0,11.12,21.0
DJI-940647,2026-02-07 22:46:01,-33.9818,151.2153,threat,21,1,0.0,0.0,2.2,Bulk Liquids Berths,0.0,11.12,22.0
DJI-940647,2026-02-07 22:46:02,-33.9816,151.2153,threat,22,1,0.0,0.0,2.3,Bulk Liquids Berths,0.0,22.24,23.0
DJI-940647,2026-02-07 22:46:03,-33.9814,151.2154,threat,23,1,22.52,0.0,1.2,Bulk Liquids Berths,22.5,24.07,24.0
DJI-940647,2026-02-07 22:46:04,-33.9812,151.2154,threat,24,1,22.52,0.0,1.3,Bulk Liquids Berths,0.0,22.24,25.0
DJI-940647,2026-02-07 22:46:05,-33.981,151.2156,threat,25,1,39.67,0.0,358.6,Bulk Liquids Berths,39.7,28.89,26.0
DJI-940647,2026-02-07 22:46:06,-33.9809,151.2156,threat,26,1,39.67,0.0,358.6,Bulk Liquids Berths,0.0,11.12,27.0
DJI-940647,2026-02-07 22:46:07,-33.9808,151.2157,threat,27,1,39.67,0.0,357.1,Bulk Liquids Berths,39.7,14.45,28.0
DJI-940647,2026-02-07 22:46:08,-33.9807,151.2157,threat,28,1,39.67,0.0,357.0,Bulk Liquids Berths,0.0,11.12,29.0
DJI-940647,2026-02-07 22:46:09,-33.9806,151.2159,threat,29,1,58.91,0.0,353.9,Bulk Liquids Berths,58.9,21.53,30.0
DJI-940647,2026-02-07 22:46:10,-33.9805,151.2159,threat,30,1,58.91,0.0,353.7,Bulk Liquids Berths,0.0,11.12,31.0
DJI-940647,2026-02-07 22:46:11,-33.9805,151.2159,threat,31,1,0.0,1.0,353.7,Bulk Liquids Berths,,0.0,32.0
DJI-940647,2026-02-07 22:46:12,-33.9804,151.216,threat,32,1,39.67,0.0,351.9,Bulk Liquids Berths,39.7,14.45,33.0
DJI-940647,2026-02-07 22:46:13,-33.9804,151.2161,threat,33,1,50.33,1.0,350.3,Bulk Liquids Berths,90.0,9.22,34.0
DJI-940647,2026-02-07 22:46:14,-33.9803,151.2161,threat,34,1,90.0,0.0,349.9,Bulk Liquids Berths,0.0,11.12,35.0
DJI-940647,2026-02-07 22:46:15,-33.9803,151.2161,threat,35,1,0.0,1.0,349.9,Bulk Liquids Berths,,0.0,36.0
DJI-940647,2026-02-07 22:46:16,-33.9803,151.2161,threat,36,1,0.0,2.0,349.9,Bulk Liquids Berths,,0.0,37.0
DJI-940647,2026-02-07 22:46:17,-33.9802,151.2162,threat,37,1,39.67,0.0,347.9,Bulk Liquids Berths,39.7,14.45,38.0
DJI-940647,2026-02-07 22:46:18,-33.9802,151.2162,threat,38,1,0.0,1.0,347.9,Bulk Liquids Berths,,0.0,39.0
DJI-940647,2026-02-07 22:46:19,-33.9802,151.2162,threat,39,1,0.0,2.0,347.9,Bulk Liquids Berths,,0.0,40.0
DJI-940647,2026-02-07 22:46:20,-33.9802,151.2163,threat,40,1,50.33,3.0,346.2,Bulk Liquids Berths,90.0,9.22,41.0
DJI-940647,2026-02-07 22:46:21,-33.9802,151.2163,threat,41,1,0.0,4.0,346.2,Bulk Liquids Berths,,0.0,42.0
DJI-940647,2026-02-07 22:46:22,-33.9801,151.2163,threat,42,1,90.0,0.0,345.7,Bulk Liquids Berths,0.0,11.12,43.0
DJI-940647,2026-02-07 22:46:23,-33.9801,151.2163,threat,43,1,0.0,1.0,345.7,Bulk Liquids Berths,,0.0,44.0
DJI-940647,2026-02-07 22:46:24,-33.9801,151.2163,threat,44,1,0.0,2.0,345.7,Bulk Liquids Berths,,0.0,45.0
DJI-940647,2026-02-07 22:46:25,-33.9801,151.2164,threat,45,1,90.0,3.0,344.0,Bulk Liquids Berths,90.0,9.22,46.0
DJI-940647,2026-02-07 22:46:26,-33.9801,151.2164,threat,46,1,0.0,4.0,344.0,Bulk Liquids Berths,,0.0,47.0
DJI-940647,2026-02-07 22:46:27,-33.9801,151.2164,threat,47,1,0.0,5.0,344.0,Bulk Liquids Berths,,0.0,48.0
DJI-940647,2026-02-07 22:46:28,-33.98,151.2164,threat,48,1,90.0,0.0,343.4,Bulk Liquids Berths,0.0,11.12,49.0
DJI-940647,2026-02-07 22:46:29,-33.98,151.2165,threat,49,1,90.0,1.0,341.6,Bulk Liquids Berths,90.0,9.22,50.0
DJI-940647,2026-02-07 22:46:30,-33.98,151.2165,threat,50,1,0.0,2.0,341.6,Bulk Liquids Berths,,0.0,51.0
DJI-940647,2026-02-07 22:46:31,-33.98,151.2165,threat,51,1,0.0,3.0,341.6,Bulk Liquids Berths,,0.0,52.0
DJI-940647,2026-02-07 22:46:32,-33.9799,151.2165,threat,52,1,90.0,0.0,340.9,Bulk Liquids Berths,0.0,11.12,53.0
DJI-940647,2026-02-07 22:46:33,-33.9799,151.2166,threat,53,1,90.0,1.0,339.2,Bulk Liquids Berths,90.0,9.22,54.0
DJI-940647,2026-02-07 22:46:34,-33.9799,151.2166,threat,54,1,0.0,2.0,339.2,Bulk Liquids Berths,,0.0,55.0
DJI-940647,2026-02-07 22:46:35,-33.98,151.2166,threat,55,1,90.0,0.0,340.0,Bulk Liquids Berths,180.0,11.12,56.0
DJI-940647,2026-02-07 22:46:36,-33.98,151.2166,threat,56,1,0.0,1.0,340.0,Bulk Liquids Berths,,0.0,57.0
DJI-940647,2026-02-07 22:46:37,-33.9801,151.2165,threat,57,1,39.67,0.0,342.3,Bulk Liquids Berths,219.7,14.45,58.0
